GR;Count;Cons;Size;Col;Dis;Time;WtCns;En;Cap;Fast;PRG;NOI;Thrd;SLI;AUD;Con;SAL22;SAL23
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;15;NO;6;39;YES;YES;NO;NO;4,54E-01;5,45E-01
AR;Great Britain;FREESTANDING;FULLSIZE;BLACK;NO;NO;12;E;13;NO;5;49;NO;n.a.;NO;NO;2,76E-01;5,38E-03
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;8;44;NO;n.a.;NO;NO;2,33E+00;5,30E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;5;46;NO;NO;NO;VOICE CONTROL;0,00;5,23E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;46;YES;NO;NO;VOICE CONTROL;2,05E-01;5,23E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;8;41;YES;n.a.;NO;SMART APP CTRL.;5,37E-01;5,22E-01
BH;Great Britain;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;13;YES;5;48;YES;n.a.;NO;NO;0.00147865;5,21E-01
BH;Great Britain;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;13;YES;6;46;NO;n.a.;NO;NO;0,00;5,19E-01
AR;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;E;10;YES;8;46;YES;YES;NO;NO;0,00;5,19E-01
BH;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;F;12;YES;6;46;NO;n.a.;NO;VOICE CONTROL;0,00;5,18E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;5;44;NO;NO;NO;NO;6,34E-01;5,14E-01
AR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;16;YES;7;42;YES;NO;NO;NO;1,32E-01;5,14E-01
AR;Germany;FREESTANDING;FULLSIZE;WHITE;NO;NO;12;E;13;NO;5;49;NO;n.a.;NO;NO;5,95E-01;5,14E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;A;13;YES;7;44;NO;NO;NO;VOICE CONTROL;0,00;5,14E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;13;YES;5;41;NO;NO;NO;VOICE CONTROL;0,00;5,14E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;13;YES;5;42;NO;NO;NO;VOICE CONTROL;0,00;5,14E-01
EL;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;C;13;NO;6;44;NO;n.a.;NO;NO;0,00;5,14E-01
EL;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;11;C;14;NO;7;44;YES;n.a.;NO;NO;0,00;5,14E-01
AR;Poland;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;14;YES;8;43;YES;n.a.;NO;NO;0.00034799;5,14E-01
AR;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;15;NO;11;42;YES;n.a.;NO;NO;1,82E-01;5,14E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;14;YES;6;41;YES;n.a.;NO;VOICE CONTROL;0,00;5,14E-01
BH;Poland;FREESTANDING;SLIMLINE;SILVER;YES;YES;9;E;10;YES;4;46;YES;n.a.;NO;VOICE CONTROL;0,00;5,14E-01
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;NO;6;42;YES;YES;NO;NO;0,00;5,14E-01
WH;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;14;NO;7;44;NO;n.a.;NO;NO;0,00;5,14E-01
WH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;8;43;YES;NO;NO;NO;9,92E-02;5,14E-01
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;5;42;NO;NO;NO;NO;0.00016578;5,13E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;YES;8;42;YES;NO;NO;NO;0,00;5,04E-01
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;15;NO;7;39;YES;YES;NO;SMART APP CTRL.;1,06E+00;5,04E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;8;43;YES;NO;NO;VOICE CONTROL;0.000263177;5,00E-01
BH;Poland;FREESTANDING;FULLSIZE;WHITE;YES;NO;10;E;12;YES;5;50;NO;n.a.;NO;VOICE CONTROL;3,31E-03;4,96E-01
BH;Germany;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;B;13;YES;5;42;NO;n.a.;NO;VOICE CONTROL;0,00;4,93E-01
BH;Great Britain;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;14;YES;5;44;YES;n.a.;NO;VOICE CONTROL;0,00;4,92E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;5;46;YES;NO;NO;VOICE CONTROL;0,00;4,91E-01
EL;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;10;D;14;NO;6;44;YES;n.a.;NO;NO;0,00;4,80E-01
BH;Great Britain;FREESTANDING;FULLSIZE;WHITE;NO;NO;10;E;12;NO;4;50;NO;n.a.;NO;NO;0.002746385;4,80E-01
EL;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;A;14;NO;6;43;YES;YES;NO;SMART APP CTRL.;0,00;4,80E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;5;44;NO;NO;NO;VOICE CONTROL;0,00;4,80E-01
BH;Poland;FREESTANDING;SLIMLINE;SILVER;YES;YES;6;D;10;YES;5;45;YES;n.a.;NO;VOICE CONTROL;0,00;4,80E-01
WH;Poland;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;14;NO;7;44;NO;n.a.;NO;NO;0,00;4,80E-01
EL;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;9;NO;7;44;NO;YES;NO;NO;2,61E+00;4,75E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;46;YES;NO;NO;NO;5,89E-01;4,75E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;12;YES;6;46;NO;n.a.;NO;NO;2,91E+00;4,75E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;14;YES;6;46;YES;n.a.;NO;NO;3,31E-03;4,67E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;13;YES;8;42;YES;NO;NO;VOICE CONTROL;1,56E+00;4,65E-01
BH;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;46;YES;n.a.;NO;VOICE CONTROL;0,00;4,62E-02
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;5;44;NO;NO;NO;NO;4,15E+00;4,60E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;8;44;NO;NO;NO;NO;1,13E+00;4,57E-01
BH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;8;43;YES;NO;NO;VOICE CONTROL;0.000179514;4,57E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;YES;6;44;YES;NO;NO;NO;3,70E-01;4,55E-01
BH;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;C;10;YES;5;44;YES;NO;NO;VOICE CONTROL;0,00;4,54E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;12;n.a.;13;n.a.;4;46;NO;n.a.;n.a.;n.a.;0,00;4,51E-01
WH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;C;14;NO;11;43;YES;NO;NO;NO;0,00;4,51E-01
BH;Germany;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;8;F;9;YES;5;46;NO;n.a.;NO;NO;0,00;4,51E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;13;YES;6;44;NO;NO;NO;NO;0,00;4,51E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;42;NO;n.a.;NO;NO;1,60E+00;4,50E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;12;YES;6;46;NO;NO;NO;VOICE CONTROL;0,00;4,50E-01
WH;Great Britain;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;15;NO;8;43;YES;n.a.;NO;NO;0,00;4,48E-01
BH;Poland;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;13;NO;5;46;YES;n.a.;NO;NO;4,50E-01;4,47E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;7;40;YES;NO;NO;VOICE CONTROL;0,00;4,45E-01
BH;Poland;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;9;D;10;YES;8;44;YES;NO;NO;VOICE CONTROL;3,31E-03;4,45E-01
WH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;E;14;NO;5;46;NO;NO;NO;NO;0,00;4,45E-01
TR;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;11;NO;6;47;YES;NO;NO;NO;1,98E-01;4,45E-01
BH;Germany;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;14;YES;6;40;YES;n.a.;NO;VOICE CONTROL;5,95E-01;4,38E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;8;43;YES;NO;NO;VOICE CONTROL;3,18E-01;4,36E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;5;44;YES;YES;NO;NO;7,73E-01;4,33E-02
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;n.a.;14;n.a.;6;42;n.a.;n.a.;n.a.;n.a.;0,00;4,27E-01
AR;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;9;n.a.;10;YES;8;47;NO;n.a.;n.a.;NO;0,00;4,23E-01
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;5;44;NO;NO;NO;NO;1,85E+00;4,21E-01
WH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;14;NO;8;46;NO;n.a.;NO;NO;0.000107592;4,20E-01
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;14;YES;7;39;YES;NO;NO;SMART APP CTRL.;0.000129331;4,19E-02
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;15;NO;8;39;YES;YES;NO;NO;6,80E-01;4,19E-02
EL;Great Britain;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;NO;6;44;NO;n.a.;NO;NO;2,35E+00;4,16E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;13;YES;6;44;NO;n.a.;n.a.;NO;2,45E-01;4,13E-02
AR;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;A;15;YES;7;42;YES;NO;NO;NO;0,00;4,12E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;12;YES;6;44;NO;NO;NO;VOICE CONTROL;7,27E-01;4,11E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;BLACK;YES;YES;9;B;13;YES;5;40;NO;NO;NO;VOICE CONTROL;0,00;4,11E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;46;NO;NO;NO;NO;4,30E-01;4,11E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;14;YES;6;44;NO;NO;NO;NO;2,60E+00;4,11E-01
EL;Poland;FREESTANDING;SLIMLINE;WHITE;YES;YES;9;F;9;NO;8;47;NO;n.a.;NO;NO;1,98E-01;4,11E-01
BH;Germany;FREESTANDING;FULLSIZE;WHITE;NO;NO;11;F;12;NO;4;52;NO;n.a.;NO;NO;4,63E-01;4,10E-01
BH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;13;YES;6;46;YES;n.a.;n.a.;NO;3,97E-01;4,10E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;12;YES;5;46;NO;NO;NO;NO;8,28E+00;4,09E-02
WH;Poland;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;15;NO;6;41;YES;n.a.;NO;NO;0,00;4,08E-01
BH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;8;F;9;YES;5;46;NO;NO;NO;NO;4,06E-01;4,07E-01
BH;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;NO;NO;8;F;9;NO;4;48;NO;NO;NO;NO;1,63E+00;4,07E-01
BH;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;D;10;YES;6;43;YES;NO;NO;NO;4,06E-01;4,07E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;7;n.a.;12;YES;6;46;NO;n.a.;n.a.;NO;6,74E-01;4,07E-01
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;11;n.a.;13;NO;5;49;NO;NO;NO;NO;7,24E+00;4,07E-01
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;11;n.a.;13;NO;5;49;NO;n.a.;NO;NO;3,97E-01;4,07E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;13;YES;6;44;NO;NO;NO;NO;3,99E-01;4,06E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;6;n.a.;13;YES;6;42;NO;n.a.;n.a.;NO;2,38E-01;4,06E-01
BH;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;n.a.;10;YES;5;44;YES;NO;NO;NO;3,99E-01;4,06E-01
BH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;8;F;9;YES;5;46;NO;NO;NO;NO;3,97E-01;4,06E-01
BH;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;NO;NO;9;n.a.;9;YES;5;46;NO;NO;NO;NO;5,35E-01;4,06E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;14;YES;6;44;YES;YES;n.a.;NO;1,74E+00;4,06E-01
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;NO;NO;11;n.a.;13;NO;5;49;NO;n.a.;n.a.;NO;6,91E-02;4,06E-01
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;13;NO;6;46;NO;n.a.;NO;NO;4,20E-01;4,01E-02
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;F;13;NO;5;49;NO;YES;NO;NO;0.000185426;3,97E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;12;YES;6;44;NO;NO;NO;VOICE CONTROL;1,85E+00;3,97E-01
BH;Poland;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;9;D;10;YES;6;44;YES;n.a.;NO;SMART APP CTRL.;5,12E-02;3,97E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;WHITE;YES;YES;6;n.a.;13;n.a.;6;44;n.a.;n.a.;n.a.;n.a.;0,00;3,95E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;13;YES;5;46;NO;n.a.;n.a.;NO;6,77E-01;3,95E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;C;13;YES;5;44;YES;NO;NO;VOICE CONTROL;0,00;3,95E-01
EL;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;13;NO;6;44;NO;n.a.;NO;NO;0,00;3,95E-01
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;C;14;NO;6;44;YES;NO;NO;NO;0,00;3,95E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;12;YES;5;46;NO;n.a.;n.a.;NO;0,00;3,94E-02
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;14;YES;6;46;YES;NO;NO;NO;0,00;3,94E-02
BH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;5;46;YES;NO;NO;NO;0.000626395;3,89E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;2,74E+00;3,87E-01
BH;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;F;9;YES;4;46;NO;n.a.;NO;NO;1,07E-01;3,87E-02
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;42;NO;NO;NO;NO;3,72E-01;3,85E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;6;E;13;YES;6;46;YES;NO;NO;NO;3,72E-01;3,85E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;12;YES;6;46;NO;NO;NO;VOICE CONTROL;3,31E-03;3,85E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;11;F;12;YES;5;48;NO;NO;NO;NO;1,17E-01;3,79E-02
AR;Germany;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;9;B;16;YES;5;43;YES;n.a.;NO;NO;3,31E-03;3,77E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;A;14;YES;5;44;YES;NO;NO;VOICE CONTROL;0,00;3,77E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;14;YES;7;41;YES;NO;NO;VOICE CONTROL;2,31E-01;3,77E-01
BH;Germany;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;B;14;YES;5;42;YES;n.a.;NO;VOICE CONTROL;0,00;3,77E-01
BH;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;E;9;YES;6;46;NO;NO;NO;VOICE CONTROL;5,95E-01;3,77E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;12;YES;6;44;NO;NO;NO;VOICE CONTROL;1,98E-01;3,76E-02
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;13;YES;6;41;NO;NO;NO;VOICE CONTROL;3,58E+00;3,76E-01
BH;Poland;FREESTANDING;SLIMLINE;WHITE;YES;YES;8;E;10;YES;5;44;NO;n.a.;NO;VOICE CONTROL;0,00;3,74E-01
BH;Germany;FREESTANDING;FULLSIZE;SILVER;YES;YES;9;D;13;YES;5;42;YES;n.a.;NO;VOICE CONTROL;0,00;3,71E-01
WH;Germany;BUILT IN/UNDER;FULLSIZE;OUTDATED;n.a.;n.a.;16;n.a.;12;n.a.;5;48;n.a.;n.a.;n.a.;n.a.;0,00;3,71E-01
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;NO;6;42;YES;YES;NO;SMART APP CTRL.;1,20E+00;3,69E-01
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;15;NO;7;39;YES;NO;NO;NO;0,00;3,69E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;8;43;YES;NO;NO;VOICE CONTROL;6,25E-01;3,69E-01
WH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;14;YES;10;43;YES;NO;NO;NO;1,85E+00;3,68E-01
AR;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;15;YES;8;42;YES;NO;NO;NO;0,00;3,68E-01
BH;Poland;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;D;13;YES;6;42;YES;n.a.;NO;VOICE CONTROL;3,31E-03;3,64E-02
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;NO;9;D;14;YES;8;42;YES;n.a.;n.a.;SMART APP CTRL.;7,35E-01;3,63E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;13;YES;5;40;NO;NO;NO;VOICE CONTROL;0,00;3,60E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;6,19E+00;3,60E-01
BH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;YES;9;D;14;YES;4;44;YES;NO;NO;NO;0.000140875;3,60E-01
BH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;10;E;12;YES;4;50;NO;NO;NO;NO;0.000612712;3,60E-01
EL;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;n.a.;13;YES;6;44;NO;n.a.;n.a.;NO;0,00;3,60E-01
EL;Great Britain;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;11;D;15;NO;7;42;YES;n.a.;NO;NO;0,00;3,60E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;5;44;YES;NO;NO;VOICE CONTROL;1,94E-01;3,58E-01
EL;Poland;FREESTANDING;FULLSIZE;SILVER;YES;YES;9;E;13;YES;5;46;NO;n.a.;NO;NO;0,00;3,58E-01
WH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;14;NO;8;42;NO;n.a.;NO;NO;3,51E-01;3,54E-01
AR;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;NO;NO;12;E;14;NO;4;52;NO;NO;NO;NO;0.000179239;3,53E-01
BH;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;5;42;YES;n.a.;NO;VOICE CONTROL;0,00;3,53E-01
BH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;12;YES;5;46;NO;n.a.;NO;NO;1,65E-01;3,53E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;14;YES;5;39;YES;NO;NO;VOICE CONTROL;0,00;3,52E-01
BH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;13;YES;4;46;NO;n.a.;NO;VOICE CONTROL;0,00;3,51E-01
BH;Poland;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;8;B;10;YES;5;45;YES;NO;NO;VOICE CONTROL;3,26E-01;3,48E-01
BH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;11;F;12;YES;4;50;NO;NO;NO;NO;0.000119934;3,47E-01
EL;Great Britain;FREESTANDING;FULLSIZE;WHITE;YES;YES;11;D;13;YES;10;46;YES;n.a.;NO;NO;2,26E+00;3,43E-01
AR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;15;YES;7;42;YES;YES;NO;NO;0,00;3,43E-01
BH;Germany;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;C;14;YES;8;44;YES;n.a.;NO;VOICE CONTROL;1,32E-01;3,43E-01
BH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;C;14;YES;6;42;YES;n.a.;NO;VOICE CONTROL;3,64E-01;3,43E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;44;NO;NO;NO;NO;3,05E-01;3,43E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;A;14;YES;5;44;YES;NO;NO;VOICE CONTROL;0,00;3,43E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;13;YES;5;42;NO;YES;NO;VOICE CONTROL;0,00;3,43E-01
BH;Germany;BUILT IN/UNDER;FULLSIZE;OUTDATED;n.a.;YES;14;n.a.;12;n.a.;4;47;n.a.;n.a.;n.a.;n.a.;0,00;3,43E-01
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;D;14;YES;5;44;YES;NO;NO;NO;2,15E+00;3,43E-01
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;n.a.;13;YES;8;39;YES;YES;NO;NO;5,25E+00;3,43E-01
WH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;NO;8;44;YES;NO;NO;NO;0,00;3,43E-01
WH;Germany;FREESTANDING;SLIMLINE;WHITE;YES;YES;9;E;10;NO;7;43;NO;n.a.;NO;NO;2,64E-01;3,43E-01
EL;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;15;YES;6;44;NO;YES;NO;SMART APP CTRL.;3,36E+00;3,43E-01
AR;Poland;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;8;E;11;YES;8;46;YES;n.a.;NO;NO;0.000770801;3,43E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;12;YES;5;46;NO;NO;NO;NO;0.000204586;3,43E-01
EL;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;11;D;15;YES;6;48;YES;n.a.;n.a.;NO;8,26E-01;3,43E-01
TR;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;11;E;12;NO;4;49;NO;n.a.;NO;NO;4,00E+00;3,43E-01
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;5;46;YES;NO;NO;NO;0,00;3,40E-01
BH;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;C;10;YES;5;44;YES;YES;NO;VOICE CONTROL;0,00;3,40E-01
EL;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;9;NO;8;46;NO;YES;NO;NO;0,00;3,40E-01
